FIPS,COUNTY,STATE,Total Population,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some other race Alone,Two or more races,Housing units,Occupied Housing Units,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied,% Occupied Housing Units: Owner Occupied,% Occupied Housing Units: Renter Occupied,Owner-occupied housing units: Median value,Specified owner-occupied housing units: Median value,Owner occupied >> White,Owner occupied >> Black,Owner occupied >> American Indian,Owner occupied >> Native Hawaiian and Other Pacific Islander,Owner occupied >> Two or more races,Owner occupied >> Asian or Pacific Islander,Tract_numeric,In city of Detroit?
26163581600,Wayne,Michigan,4913,4622,111,34,60,1,43,42,2543,2292,1336,956,58.29,41.71,100700,105400,1290,14,11,0,7,10,5816.0,No
26163581800,Wayne,Michigan,2943,2847,10,12,5,4,28,37,1151,1123,1036,87,92.25,7.75,90800,90700,1012,2,5,1,11,1,5818.0,No
26163581900,Wayne,Michigan,4910,4761,8,14,19,2,50,56,1953,1925,1833,92,95.22,4.78,101700,101800,1797,4,3,0,11,4,5819.0,No
26163582000,Wayne,Michigan,3115,2709,204,20,106,3,22,51,1671,1630,571,1059,35.03,64.97,107800,107900,559,2,3,0,2,2,5820.0,No
26163582100,Wayne,Michigan,4275,4127,22,12,33,1,31,49,1646,1619,1488,131,91.91,8.09,119800,120300,1460,4,4,0,7,7,5821.0,No
26163583000,Wayne,Michigan,2864,2733,11,19,37,0,7,57,1095,1052,894,158,84.98,15.02,76700,76500,860,4,6,0,14,9,5830.0,No
26163583100,Wayne,Michigan,4471,4302,48,41,10,0,25,45,1652,1583,1282,301,80.99,19.01,72300,72100,1256,7,7,0,5,3,5831.0,No
26163583200,Wayne,Michigan,3185,3042,22,35,11,2,16,57,1304,1225,1070,155,87.35,12.65,69600,78000,1043,5,1,0,15,2,5832.0,No
26163583300,Wayne,Michigan,2796,2670,17,26,29,2,11,41,1079,1063,971,92,91.35,8.65,88200,88100,941,3,7,0,13,5,5833.0,No
26163583400,Wayne,Michigan,5348,5174,31,34,24,1,14,70,2134,2088,1883,205,90.18,9.82,90000,89600,1843,6,10,0,14,7,5834.0,No
26163583500,Wayne,Michigan,2997,2882,26,19,17,1,18,34,1151,1136,1070,66,94.19,5.81,96500,96000,1045,7,5,0,5,3,5835.0,No
26163583600,Wayne,Michigan,2850,2708,23,21,26,0,41,31,1064,1044,974,70,93.3,6.7,94400,94500,943,5,7,0,5,5,5836.0,No
26163583700,Wayne,Michigan,3595,3464,56,13,18,0,7,37,1467,1435,1190,245,82.93,17.07,101300,101100,1168,8,3,0,6,2,5837.0,No
26163583800,Wayne,Michigan,4658,4310,131,37,90,0,38,52,1778,1744,1353,391,77.58,22.42,137100,137100,1305,9,8,0,10,13,5838.0,No
26163583900,Wayne,Michigan,3960,3215,506,9,149,8,18,55,1663,1606,776,830,48.32,51.68,105000,107000,738,20,1,0,6,8,5839.0,No
26163584000,Wayne,Michigan,4568,3610,670,29,90,1,35,133,1717,1614,1047,567,64.87,35.13,112900,113000,1017,8,3,0,13,3,5840.0,No
26163584100,Wayne,Michigan,2029,1934,24,18,7,0,16,30,765,752,678,74,90.16,9.84,106600,106600,662,3,3,0,7,1,5841.0,No
26163584200,Wayne,Michigan,3555,2848,460,28,67,4,52,96,1274,1235,650,585,52.63,47.37,118700,120300,624,7,4,0,8,5,5842.0,No
26163584300,Wayne,Michigan,1915,1627,121,21,84,0,22,40,765,737,235,502,31.89,68.11,102400,95000,224,3,2,0,3,1,5843.0,No
26163584400,Wayne,Michigan,3084,2782,76,31,95,0,27,73,1238,1180,758,422,64.24,35.76,89900,89400,713,9,3,0,10,18,5844.0,No
26163584500,Wayne,Michigan,2225,1949,164,12,28,0,34,38,1020,889,674,215,75.82,24.18,93000,95500,645,8,2,0,8,5,5845.0,No
26163584600,Wayne,Michigan,2082,1567,282,9,141,1,16,66,960,909,382,527,42.02,57.98,66400,66900,332,7,2,0,7,32,5846.0,No
26163584700,Wayne,Michigan,2925,2643,86,15,90,0,25,66,1121,1093,1016,77,92.96,7.04,87400,106800,945,25,4,0,16,21,5847.0,No
26163584800,Wayne,Michigan,6761,3271,3009,31,59,1,70,320,2658,2391,635,1756,26.56,73.44,68300,74400,582,24,4,0,17,3,5848.0,No
26163585500,Wayne,Michigan,2443,2203,129,24,8,0,18,61,1037,943,751,192,79.64,20.36,55400,80100,699,22,7,0,17,1,5855.0,No
26163585600,Wayne,Michigan,2364,461,1749,12,9,5,39,89,967,882,436,446,49.43,50.57,99900,101900,84,343,0,0,6,1,5856.0,No
26163585700,Wayne,Michigan,2078,1266,734,9,2,1,8,58,750,724,594,130,82.04,17.96,92500,92400,401,182,3,0,6,0,5857.0,No
26163585800,Wayne,Michigan,3999,2240,1598,16,12,2,21,110,1529,1480,945,535,63.85,36.15,58200,90500,697,224,3,0,16,3,5858.0,No
26163585900,Wayne,Michigan,3372,2316,940,27,16,3,26,44,1573,1487,796,691,53.53,46.47,125300,126100,610,171,2,1,9,0,5859.0,No
26163586000,Wayne,Michigan,18,14,3,1,0,0,0,0,9,6,4,2,66.67,33.33,0,0,3,1,0,0,0,0,5860.0,No
26163586200,Wayne,Michigan,6609,4531,1699,27,78,9,59,206,2292,2150,1708,442,79.44,20.56,94600,94500,1324,311,6,2,30,21,5862.0,No
26163586300,Wayne,Michigan,2096,1988,39,8,10,0,14,37,786,767,712,55,92.83,7.17,115400,114200,698,1,3,0,8,1,5863.0,No
26163587000,Wayne,Michigan,4002,3504,315,16,47,0,38,82,1934,1844,1321,523,71.64,28.36,125000,160100,1219,69,2,0,7,12,5870.0,No
26163587900,Wayne,Michigan,3838,2887,731,31,41,0,16,132,1549,1455,924,531,63.51,36.49,108000,158400,809,85,8,0,12,9,5879.0,No
26163588000,Wayne,Michigan,5323,4157,743,31,229,5,19,139,2573,2432,954,1478,39.23,60.77,110900,110900,851,70,6,0,11,12,5880.0,No
26163588100,Wayne,Michigan,2483,2276,125,18,6,0,22,36,978,937,850,87,90.72,9.28,73500,133000,786,41,5,0,10,2,5881.0,No
26163588200,Wayne,Michigan,3428,2416,742,14,111,4,33,108,1966,1838,279,1559,15.18,84.82,196400,204000,253,14,1,0,4,5,5882.0,No
26163588300,Wayne,Michigan,4851,4471,234,26,18,0,28,74,1899,1832,1728,104,94.32,5.68,101100,152600,1604,86,9,0,22,1,5883.0,No
26163588400,Wayne,Michigan,3631,3256,260,8,35,1,3,68,1449,1371,1243,128,90.66,9.34,160200,158000,1151,65,3,0,11,11,5884.0,No
26163589300,Wayne,Michigan,4481,3721,610,33,4,0,26,87,1630,1556,1441,115,92.61,7.39,132900,150800,1232,177,5,0,19,2,5893.0,No
26163589400,Wayne,Michigan,7375,6319,852,29,17,0,33,125,2933,2554,2364,190,92.56,7.44,84000,132100,2063,260,8,0,20,4,5894.0,No
26163590400,Wayne,Michigan,6091,5860,81,29,15,1,31,74,2084,2020,1924,96,95.25,4.75,124900,174700,1869,19,6,1,20,4,5904.0,No
26163590500,Wayne,Michigan,5967,5697,60,49,24,0,35,102,2220,2148,1968,180,91.62,8.38,129800,164400,1900,10,12,0,30,4,5905.0,No
26163590600,Wayne,Michigan,1679,1625,7,10,10,0,6,21,584,577,543,34,94.11,5.89,162900,164000,530,2,1,0,5,2,5906.0,No
26163591500,Wayne,Michigan,5866,4803,447,29,425,0,34,128,2378,2196,1542,654,70.22,29.78,126400,143500,1400,44,9,0,18,68,5915.0,No
26163591600,Wayne,Michigan,1112,1001,63,8,11,0,6,23,419,389,362,27,93.06,6.94,144600,143600,328,23,3,0,1,4,5916.0,No
26163591700,Wayne,Michigan,4715,4270,99,12,176,0,54,104,1716,1623,1206,417,74.31,25.69,167700,167300,1129,17,3,0,16,31,5917.0,No
26163591800,Wayne,Michigan,4472,3845,199,29,208,0,73,118,1848,1632,988,644,60.54,39.46,178100,182400,888,26,6,0,18,39,5918.0,No
26163591900,Wayne,Michigan,4892,4683,60,17,56,0,21,55,1801,1766,1559,207,88.28,11.72,136000,136900,1504,14,6,0,13,16,5919.0,No
26163592000,Wayne,Michigan,1932,1862,10,26,4,0,9,21,846,716,641,75,89.53,10.47,123900,121400,624,1,6,0,7,2,5920.0,No
26163593000,Wayne,Michigan,5198,4854,135,31,79,1,17,81,1978,1907,1244,663,65.23,34.77,146400,146700,1206,7,3,1,12,12,5930.0,No
26163593200,Wayne,Michigan,3919,3627,89,11,74,1,53,64,1566,1535,1087,448,70.81,29.19,152000,153300,1048,8,0,0,10,14,5932.0,No
26163593300,Wayne,Michigan,3413,3199,68,19,52,0,35,40,1306,1266,1084,182,85.62,14.38,154900,161400,1030,13,4,0,14,16,5933.0,No
26163594000,Wayne,Michigan,2828,2696,7,15,35,4,15,56,1445,1396,837,559,59.96,40.04,91600,95600,819,1,3,0,5,7,5940.0,No
26163594100,Wayne,Michigan,4518,4423,8,13,28,1,9,36,1880,1837,1656,181,90.15,9.85,166500,172400,1637,1,6,0,4,7,5941.0,No
26163594200,Wayne,Michigan,2740,2671,2,6,27,0,7,27,1082,1065,1049,16,98.5,1.5,132300,132300,1030,0,4,0,7,5,5942.0,No
26163594300,Wayne,Michigan,3480,3397,1,18,15,0,8,41,1370,1356,1311,45,96.68,3.32,133600,133300,1294,0,8,0,4,4,5943.0,No
26163594400,Wayne,Michigan,2576,2485,12,16,14,0,6,43,1171,1119,699,420,62.47,37.53,95500,109200,681,1,6,0,7,3,5944.0,No
26163594500,Wayne,Michigan,3442,3309,43,13,33,0,0,44,1397,1364,1029,335,75.44,24.56,150500,151500,1019,2,1,0,3,4,5945.0,No
26163595000,Wayne,Michigan,4261,4129,30,25,27,0,7,43,1800,1775,1367,408,77.01,22.99,98600,98400,1339,4,5,0,12,5,5950.0,No
26163595100,Wayne,Michigan,5849,5399,182,15,156,2,24,71,2247,2166,1369,797,63.2,36.8,173500,176600,1307,13,5,0,7,35,5951.0,No
26163595200,Wayne,Michigan,3162,2969,64,17,66,0,11,35,1485,1411,714,697,50.6,49.4,188500,186900,700,4,0,0,2,7,5952.0,No
26163596100,Wayne,Michigan,3944,3792,16,6,93,4,8,25,1643,1555,1458,97,93.76,6.24,233600,243200,1424,1,2,1,8,21,5961.0,No
26163596200,Wayne,Michigan,4411,4176,15,13,144,0,5,58,1697,1617,1512,105,93.51,6.49,231700,242100,1455,3,6,0,8,39,5962.0,No
26163596300,Wayne,Michigan,2539,2406,8,18,62,0,19,26,995,950,899,51,94.63,5.37,298600,297300,873,2,3,0,3,14,5963.0,No
26163597000,Wayne,Michigan,4264,4125,22,14,17,0,25,61,1791,1728,1267,461,73.32,26.68,146800,147700,1250,2,4,0,8,1,5970.0,No
26163598000,Wayne,Michigan,3442,3292,22,34,21,0,33,40,1353,1318,963,355,73.07,26.93,112700,114500,937,4,5,0,10,3,5980.0,No
26163599000,Wayne,Michigan,3839,3622,103,19,10,0,25,60,1572,1502,1090,412,72.57,27.43,54900,146800,1058,10,3,0,15,1,5990.0,No
26163599100,Wayne,Michigan,4649,4469,18,23,30,0,29,80,1719,1679,1213,466,72.25,27.75,119700,119400,1184,2,4,0,15,8,5991.0,No
