FIPS,COUNTY,STATE,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Housing Units,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied,% Occupied Housing Units: Owner Occupied,% Occupied Housing Units: Renter Occupied,Owner occupied >> White,Owner occupied >> Black,Owner occupied >> American Indian,Owner occupied >> Native Hawaiian and Other Pacific Islander,Owner occupied >> Two or more races,Owner occupied >> Other race,Median Value,In city of Detroit?,Tract_numeric
26125120000,Oakland County,Michigan,3045,2954,0,6,51,0,0,34,1146,1097,1030,67,93.89,6.11,1032,5,4,0,7,9,262000,No,1200.0
26125120300,Oakland County,Michigan,3308,3219,19,51,0,0,0,19,1221,1145,1061,84,92.66,7.34,1057,8,4,0,3,0,288100,No,1203.0
26125121000,Oakland County,Michigan,2878,2858,0,0,0,0,0,20,1186,1097,1015,82,92.53,7.47,1040,9,4,0,14,11,63600,No,1210.0
26125121400,Oakland County,Michigan,3608,3466,38,0,53,0,19,32,1285,1219,1012,207,83.02,16.98,1093,18,3,0,7,2,252000,No,1214.0
26125121500,Oakland County,Michigan,3448,3309,40,0,41,0,0,58,1650,1475,969,506,65.69,34.31,831,8,0,0,4,4,162900,No,1215.0
26125121700,Oakland County,Michigan,5153,4873,47,0,0,0,69,164,1972,1776,1582,194,89.08,10.92,1592,6,5,2,11,3,206800,No,1217.0
26125121800,Oakland County,Michigan,4646,4447,67,50,60,0,22,0,1597,1597,1474,123,92.3,7.7,1396,12,6,1,13,5,209300,No,1218.0
26125122200,Oakland County,Michigan,3408,3274,0,65,0,0,0,69,1220,1144,1123,21,98.16,1.84,1130,6,3,0,6,0,239300,No,1222.0
26125122400,Oakland County,Michigan,6911,6771,0,0,62,0,22,56,2477,2297,2145,152,93.38,6.62,2139,16,6,0,19,15,167000,No,1224.0
26125122700,Oakland County,Michigan,2970,2916,32,22,0,0,0,0,1387,1183,1072,111,90.62,9.38,972,4,3,1,7,4,205200,No,1227.0
26125122900,Oakland County,Michigan,1817,1739,0,5,3,0,23,47,694,651,525,126,80.65,19.35,501,1,2,0,2,1,192500,No,1229.0
26125123000,Oakland County,Michigan,2592,2399,156,0,0,0,0,37,946,829,730,99,88.06,11.94,745,9,3,0,4,1,221300,No,1230.0
26125123100,Oakland County,Michigan,3007,2929,0,0,8,0,0,70,1025,970,951,19,98.04,1.96,992,1,3,0,8,1,267400,No,1231.0
26125124000,Oakland County,Michigan,5013,4649,168,0,122,0,22,52,1797,1681,1544,137,91.85,8.15,1689,60,3,3,14,4,200900,No,1240.0
26125124500,Oakland County,Michigan,6105,5921,66,38,31,0,0,49,2612,2430,1815,615,74.69,25.31,1742,23,6,0,14,9,123900,No,1245.0
26125125000,Oakland County,Michigan,3513,3174,62,6,0,0,202,69,1261,1170,1067,103,91.2,8.8,1087,12,6,0,14,3,221500,No,1250.0
26125125600,Oakland County,Michigan,2744,2628,42,8,0,0,31,35,1112,1050,1019,31,97.05,2.95,962,8,6,1,4,1,228200,No,1256.0
26125126200,Oakland County,Michigan,2560,2502,0,9,26,0,23,0,887,848,834,14,98.35,1.65,842,8,4,0,9,3,270900,No,1262.0
26125126300,Oakland County,Michigan,4518,4396,26,23,46,0,10,17,1907,1710,1486,224,86.9,13.1,1361,12,2,1,15,6,213500,No,1263.0
26125126400,Oakland County,Michigan,3526,3506,0,10,0,0,0,10,1296,1272,1195,77,93.95,6.05,1212,9,3,0,8,3,221900,No,1264.0
26125126500,Oakland County,Michigan,3233,3149,13,0,0,0,31,40,1174,1090,1006,84,92.29,7.71,985,11,5,0,7,3,241300,No,1265.0
26125127000,Oakland County,Michigan,5354,5163,7,11,36,0,8,129,1949,1789,1729,60,96.65,3.35,1763,15,3,0,19,5,249100,No,1270.0
26125127100,Oakland County,Michigan,5388,5155,14,0,122,0,0,97,1905,1782,1716,66,96.3,3.7,1714,18,2,0,8,6,326800,No,1271.0
26125127200,Oakland County,Michigan,1553,1543,0,0,2,0,0,8,721,615,521,94,84.72,15.28,514,7,1,0,5,2,305000,No,1272.0
26125127300,Oakland County,Michigan,4626,4299,152,7,57,12,0,99,2201,1970,1254,716,63.65,36.35,1185,7,5,1,14,2,221600,No,1273.0
26125127400,Oakland County,Michigan,1623,1585,14,0,8,0,0,16,693,640,599,41,93.59,6.41,547,3,2,0,7,6,145400,No,1274.0
26125127500,Oakland County,Michigan,6926,6443,191,12,153,0,64,63,2497,2423,2084,339,86.01,13.99,1959,15,4,0,9,6,210800,No,1275.0
26125127600,Oakland County,Michigan,3875,3615,146,0,24,0,0,90,1309,1240,1184,56,95.48,4.52,1165,32,1,0,5,2,343400,No,1276.0
26125127700,Oakland County,Michigan,5670,5320,52,0,69,0,95,134,2576,2438,1652,786,67.76,32.24,1521,14,7,1,19,31,119400,No,1277.0
26125128000,Oakland County,Michigan,2925,2891,0,10,12,0,5,7,1189,1115,1072,43,96.14,3.86,1001,7,3,0,7,3,188000,No,1280.0
26125128100,Oakland County,Michigan,2833,2794,23,0,0,0,16,0,1144,1032,988,44,95.74,4.26,945,6,4,0,4,3,261000,No,1281.0
26125128200,Oakland County,Michigan,3149,2996,0,0,102,0,51,0,1152,1120,1103,17,98.48,1.52,1057,9,1,0,9,2,222000,No,1282.0
26125128300,Oakland County,Michigan,4173,3966,130,0,17,0,23,37,1968,1735,1152,583,66.4,33.6,1246,10,3,0,14,6,168900,No,1283.0
26125128400,Oakland County,Michigan,3853,2994,242,0,89,0,455,73,1373,1361,1047,314,76.93,23.07,845,21,1,0,8,17,189200,No,1284.0
26125128500,Oakland County,Michigan,2902,2543,91,0,165,0,39,64,1179,1093,835,258,76.4,23.6,845,8,2,0,7,3,184600,No,1285.0
26125128600,Oakland County,Michigan,3313,3073,40,0,68,0,116,16,1149,1092,1046,46,95.79,4.21,1008,10,1,0,13,3,305900,No,1286.0
26125128700,Oakland County,Michigan,2227,2087,12,0,71,0,20,37,654,630,574,56,91.11,8.89,561,12,2,0,2,0,319300,No,1287.0
26125128800,Oakland County,Michigan,1564,1330,134,0,18,0,82,0,552,552,507,45,91.85,8.15,446,8,3,0,2,6,191100,No,1288.0
26125128900,Oakland County,Michigan,5190,4522,195,47,207,0,106,113,1907,1886,1458,428,77.31,22.69,1185,47,2,1,10,6,265100,No,1289.0
26125129000,Oakland County,Michigan,2936,2846,57,0,14,0,0,19,1381,1290,922,368,71.47,28.53,739,5,2,0,6,3,197400,No,1290.0
26125130000,Oakland County,Michigan,3382,3083,154,12,86,0,39,8,1569,1363,1170,193,85.84,14.16,1116,9,5,0,12,5,144400,No,1300.0
26125130100,Oakland County,Michigan,2108,1901,9,34,56,0,0,108,870,779,618,161,79.33,20.67,662,5,4,0,5,3,241200,No,1301.0
26125130200,Oakland County,Michigan,5088,4820,46,19,69,0,17,117,1965,1825,1581,244,86.63,13.37,1574,10,5,0,15,4,178600,No,1302.0
26125130300,Oakland County,Michigan,3927,3773,20,0,0,0,74,60,1430,1264,1177,87,93.12,6.88,1184,17,9,1,12,8,244400,No,1303.0
26125130400,Oakland County,Michigan,2989,2809,14,0,53,0,25,88,1281,1196,1146,50,95.82,4.18,1028,10,2,0,6,4,224400,No,1304.0
26125130500,Oakland County,Michigan,2958,2922,0,12,0,0,0,24,1203,1087,1023,64,94.11,5.89,1041,6,2,0,10,1,220600,No,1305.0
26125130600,Oakland County,Michigan,3176,3006,57,19,8,0,23,63,1318,1206,1125,81,93.28,6.72,1061,2,6,0,11,2,191200,No,1306.0
26125130700,Oakland County,Michigan,6055,5637,190,0,110,12,47,59,2409,2265,1994,271,88.04,11.96,1879,28,7,0,19,8,222000,No,1307.0
26125131100,Oakland County,Michigan,2125,2053,0,0,53,0,0,19,851,769,733,36,95.32,4.68,754,2,3,0,3,1,197800,No,1311.0
26125131300,Oakland County,Michigan,4485,4186,276,5,8,0,0,10,1757,1635,1421,214,86.91,13.09,1427,7,3,0,16,5,221300,No,1313.0
26125131400,Oakland County,Michigan,2199,2156,0,10,16,0,0,17,912,804,709,95,88.18,11.82,692,0,1,0,5,1,252000,No,1314.0
26125131500,Oakland County,Michigan,3868,3833,0,12,0,0,15,8,1552,1288,1208,80,93.79,6.21,1240,3,4,0,7,3,230800,No,1315.0
26125131600,Oakland County,Michigan,2601,2488,26,0,81,0,0,6,949,885,801,84,90.51,9.49,851,1,3,0,3,0,212900,No,1316.0
26125131800,Oakland County,Michigan,3938,3831,0,0,0,0,14,93,1656,1487,1444,43,97.11,2.89,1304,8,7,0,14,3,136100,No,1318.0
26125132100,Oakland County,Michigan,5571,5389,26,0,39,0,66,51,2089,1985,1902,83,95.82,4.18,1832,8,1,0,20,3,271900,No,1321.0
26125132500,Oakland County,Michigan,3199,2986,17,36,58,0,55,47,1556,1408,988,420,70.17,29.83,913,0,3,0,5,3,173600,No,1325.0
26125132600,Oakland County,Michigan,3866,3784,59,23,0,0,0,0,1427,1239,1210,29,97.66,2.34,1271,16,3,0,7,1,391100,No,1326.0
26125132700,Oakland County,Michigan,2994,2963,11,0,0,0,0,20,1242,1140,943,197,82.72,17.28,942,5,3,0,8,3,212200,No,1327.0
26125133001,Oakland County,Michigan,2765,2652,0,0,41,0,13,59,894,864,864,0,100,0,851,7,1,0,5,1,231800,No,1330.0
26125133002,Oakland County,Michigan,3370,3082,81,0,180,0,14,13,1220,1206,1072,134,88.89,11.11,1014,11,1,0,10,4,220300,No,1330.0
26125133003,Oakland County,Michigan,3389,2851,501,8,29,0,0,0,1484,1408,825,583,58.59,41.41,791,16,3,0,7,4,207700,No,1330.0
26125133100,Oakland County,Michigan,3932,2672,819,0,150,0,20,271,2742,2371,178,2193,7.51,92.49,160,4,0,0,0,0,69600,No,1331.0
26125134000,Oakland County,Michigan,4761,4555,49,0,30,0,0,127,1820,1678,1594,84,94.99,5.01,1572,16,6,0,7,1,200200,No,1340.0
26125134300,Oakland County,Michigan,4913,4833,0,7,30,0,0,43,1835,1788,1663,125,93.01,6.99,1519,5,4,0,19,2,217500,No,1343.0
26125134400,Oakland County,Michigan,4206,4058,19,57,39,0,24,9,1716,1517,1388,129,91.5,8.5,1480,11,1,0,14,1,213100,No,1344.0
26125134500,Oakland County,Michigan,3229,2991,0,0,182,0,46,10,1194,1171,966,205,82.49,17.51,971,8,1,0,7,3,218100,No,1345.0
26125134600,Oakland County,Michigan,4109,4010,0,9,78,0,0,12,1657,1547,1399,148,90.43,9.57,1388,4,1,0,10,2,187800,No,1346.0
26125134700,Oakland County,Michigan,2490,2351,37,0,102,0,0,0,1177,1095,836,259,76.35,23.65,798,8,4,0,3,3,129100,No,1347.0
26125134800,Oakland County,Michigan,3024,2792,71,0,161,0,0,0,1499,1420,1219,201,85.85,14.15,1101,27,0,0,14,2,220400,No,1348.0
26125134900,Oakland County,Michigan,4170,3761,134,11,167,0,6,91,2420,2033,1336,697,65.72,34.28,1152,18,3,0,8,1,159200,No,1349.0
26125135000,Oakland County,Michigan,2920,2618,19,85,32,0,0,166,1051,954,935,19,98.01,1.99,868,7,7,0,12,11,30300,No,1350.0
26125135100,Oakland County,Michigan,4979,4783,58,0,7,0,32,99,1826,1773,1723,50,97.18,2.82,1740,26,1,0,10,2,279700,No,1351.0
26125135200,Oakland County,Michigan,3063,2774,92,0,158,0,8,31,1445,1328,1033,295,77.79,22.21,915,21,2,0,11,9,172300,No,1352.0
26125135300,Oakland County,Michigan,4324,4120,85,0,41,0,15,63,1367,1367,1304,63,95.39,4.61,1380,32,3,0,5,3,329100,No,1353.0
26125136000,Oakland County,Michigan,2739,1951,218,0,570,0,0,0,1655,1355,765,590,56.46,43.54,530,33,2,0,7,2,224200,No,1360.0
26125136101,Oakland County,Michigan,4043,3264,48,0,660,0,48,23,1881,1800,1410,390,78.33,21.67,937,54,3,0,8,1,262000,No,1361.0
26125136102,Oakland County,Michigan,4190,2881,778,0,415,0,70,46,2496,2334,173,2161,7.41,92.59,173,20,1,0,0,0,357500,No,1361.0
26125136300,Oakland County,Michigan,4217,3251,139,0,755,0,63,9,1999,1704,1066,638,62.56,37.44,862,17,0,0,7,3,297200,No,1363.0
26125136500,Oakland County,Michigan,4956,4001,300,0,453,0,59,143,2441,2198,1737,461,79.03,20.97,1539,49,1,0,11,5,172900,No,1365.0
26125136600,Oakland County,Michigan,7609,5344,353,0,1712,0,36,164,3304,2947,1949,998,66.14,33.86,1620,38,5,0,25,7,223100,No,1366.0
26125136700,Oakland County,Michigan,5641,4589,66,0,843,0,69,74,2482,2238,1675,563,74.84,25.16,1610,43,2,0,16,7,266000,No,1367.0
26125136800,Oakland County,Michigan,3665,2911,258,0,390,0,18,88,2003,1904,1416,488,74.37,25.63,1311,99,3,0,10,8,175100,No,1368.0
26125137100,Oakland County,Michigan,8467,6171,401,24,1460,0,114,297,3053,2874,2577,297,89.67,10.33,2061,81,5,0,26,11,323100,No,1371.0
26125137400,Oakland County,Michigan,6464,5270,213,40,834,0,0,107,1897,1866,1824,42,97.75,2.25,1499,55,2,0,21,2,449100,No,1374.0
26125137700,Oakland County,Michigan,1952,1744,55,0,140,0,13,0,953,879,509,370,57.91,42.09,510,2,0,0,2,0,292700,No,1377.0
26125137800,Oakland County,Michigan,3267,3041,13,0,93,19,44,57,1415,1286,1107,179,86.08,13.92,1109,11,1,0,3,0,259600,No,1378.0
26125138100,Oakland County,Michigan,3889,3635,104,0,60,0,53,37,1438,1298,1229,69,94.68,5.32,1272,22,2,0,7,2,296400,No,1381.0
26125138301,Oakland County,Michigan,3581,3323,0,15,95,0,127,21,1301,1253,1017,236,81.17,18.83,1096,9,3,0,10,5,204300,No,1383.0
26125138302,Oakland County,Michigan,4234,4023,79,0,18,12,0,102,1651,1512,1203,309,79.56,20.44,1288,19,5,0,10,5,244300,No,1383.0
26125138600,Oakland County,Michigan,1977,1935,12,5,0,0,0,25,730,682,635,47,93.11,6.89,629,3,2,0,3,0,271500,No,1386.0
26125139200,Oakland County,Michigan,6485,6099,9,32,146,0,9,190,3100,2839,2219,620,78.16,21.84,2182,7,6,1,10,4,155300,No,1392.0
26125139400,Oakland County,Michigan,4850,4476,12,29,203,0,85,45,1881,1802,1432,370,79.47,20.53,1380,12,4,0,11,3,194200,No,1394.0
26125140100,Oakland County,Michigan,1069,821,151,86,11,0,0,0,562,469,356,113,75.91,24.09,286,44,1,2,6,3,140200,No,1401.0
26125140301,Oakland County,Michigan,4374,2863,801,0,375,0,105,230,2255,1989,622,1367,31.27,68.73,480,69,5,0,8,29,41800,No,1403.0
26125140302,Oakland County,Michigan,3321,2775,162,21,355,0,8,0,1622,1364,562,802,41.2,58.8,708,36,0,0,6,4,274000,No,1403.0
26125140500,Oakland County,Michigan,1816,1499,111,0,62,0,0,144,1160,925,504,421,54.49,45.51,435,29,3,0,10,8,133000,No,1405.0
26125140600,Oakland County,Michigan,2475,1515,747,0,140,0,0,73,1082,985,777,208,78.88,21.12,467,205,1,0,12,14,154000,No,1406.0
26125140700,Oakland County,Michigan,2250,1601,242,0,43,0,351,13,1157,1002,632,370,63.07,36.93,537,31,3,0,11,19,64100,No,1407.0
26125140800,Oakland County,Michigan,4625,3150,527,0,814,0,75,59,2214,2016,1081,935,53.62,46.38,841,71,0,1,7,6,160800,No,1408.0
26125140900,Oakland County,Michigan,5205,2521,1906,9,61,0,401,307,1350,1128,705,423,62.5,37.5,351,254,1,0,14,47,88000,No,1409.0
26125141000,Oakland County,Michigan,5878,2473,2559,27,92,0,362,365,2701,2346,1054,1292,44.93,55.07,534,250,1,0,13,77,108500,No,1410.0
26125141100,Oakland County,Michigan,3015,1428,1169,0,211,0,49,158,1453,1193,553,640,46.35,53.65,357,80,2,0,17,20,126500,No,1411.0
26125141200,Oakland County,Michigan,3046,1508,1009,0,332,0,106,91,1681,1433,297,1136,20.73,79.27,173,44,3,0,5,8,80600,No,1412.0
26125141300,Oakland County,Michigan,3347,2443,354,0,0,0,339,211,1604,1378,1014,364,73.58,26.42,698,100,8,1,22,35,88300,No,1413.0
26125141400,Oakland County,Michigan,4327,1950,1215,171,162,0,471,358,1838,1536,1015,521,66.08,33.92,571,245,2,0,21,60,101700,No,1414.0
26125141500,Oakland County,Michigan,5925,835,4235,0,119,0,496,240,2604,2154,975,1179,45.26,54.74,354,583,6,0,32,37,93200,No,1415.0
26125141600,Oakland County,Michigan,4646,1079,2380,92,343,0,557,195,1966,1520,930,590,61.18,38.82,268,412,4,0,14,41,80400,No,1416.0
26125141700,Oakland County,Michigan,3486,2030,512,133,0,0,579,232,1372,1087,550,537,50.6,49.4,262,84,4,0,14,50,74600,No,1417.0
26125142000,Oakland County,Michigan,2921,1251,1159,31,32,0,16,432,1337,946,551,395,58.25,41.75,239,170,4,0,15,11,97100,No,1420.0
26125142100,Oakland County,Michigan,1748,604,932,0,17,0,81,114,927,601,191,410,31.78,68.22,69,117,0,0,6,20,62100,No,1421.0
26125142200,Oakland County,Michigan,3279,356,2641,0,0,0,129,153,1681,1371,443,928,32.31,67.69,51,313,4,0,10,11,79400,No,1422.0
26125142300,Oakland County,Michigan,2158,263,1587,0,32,0,78,198,1210,1066,339,727,31.8,68.2,51,231,1,0,8,4,97500,No,1423.0
26125142400,Oakland County,Michigan,3034,153,2570,0,0,0,120,191,1607,1245,728,517,58.47,41.53,53,574,0,0,8,17,72400,No,1424.0
26125142500,Oakland County,Michigan,1342,263,1079,0,0,0,0,0,865,664,390,274,58.73,41.27,65,294,0,0,2,4,111700,No,1425.0
26125142600,Oakland County,Michigan,3730,1717,1802,0,55,0,90,66,1817,1712,1302,410,76.05,23.95,701,284,4,0,21,11,125100,No,1426.0
26125142700,Oakland County,Michigan,3755,231,3409,15,0,0,7,93,1920,1542,946,596,61.35,38.65,26,742,3,0,4,13,85600,No,1427.0
26125143500,Oakland County,Michigan,5843,5548,181,0,5,0,20,89,2406,2328,2176,152,93.47,6.53,2053,37,5,0,14,10,184500,No,1435.0
26125144100,Oakland County,Michigan,4296,3878,110,49,19,0,100,140,1877,1716,1463,253,85.26,14.74,1338,19,3,0,15,9,162000,No,1441.0
26125144200,Oakland County,Michigan,4695,4333,211,0,35,14,0,102,1847,1805,1646,159,91.19,8.81,1527,8,8,0,8,8,184000,No,1442.0
26125144300,Oakland County,Michigan,3783,3663,23,46,0,0,10,41,1612,1477,1315,162,89.03,10.97,1268,5,4,0,7,9,159000,No,1443.0
26125144400,Oakland County,Michigan,4571,4062,27,8,158,0,132,184,1973,1854,1641,213,88.51,11.49,1452,30,11,0,17,10,156200,No,1444.0
26125144500,Oakland County,Michigan,2956,2805,55,0,0,0,0,96,1307,1233,1146,87,92.94,7.06,1015,24,3,1,6,6,194100,No,1445.0
26125144600,Oakland County,Michigan,4093,4025,0,0,68,0,0,0,1669,1602,1261,341,78.71,21.29,1236,11,3,0,10,10,172400,No,1446.0
26125144701,Oakland County,Michigan,3397,2263,947,0,2,0,185,0,1783,1624,827,797,50.92,49.08,707,19,5,0,7,39,127800,No,1447.0
26125144800,Oakland County,Michigan,2539,2316,10,0,39,0,112,62,1133,1124,697,427,62.01,37.99,681,7,0,0,5,4,151200,No,1448.0
26125144900,Oakland County,Michigan,3887,3430,327,22,55,0,19,34,2119,1919,1063,856,55.39,44.61,879,8,3,0,13,8,147000,No,1449.0
26125145100,Oakland County,Michigan,2250,2097,70,14,69,0,0,0,937,878,807,71,91.91,8.09,754,12,0,0,8,1,165000,No,1451.0
26125145200,Oakland County,Michigan,3328,3062,140,0,10,0,29,87,1642,1579,978,601,61.94,38.06,847,3,2,0,13,4,166900,No,1452.0
26125145300,Oakland County,Michigan,4526,4323,135,0,0,0,20,48,1988,1811,1466,345,80.95,19.05,1311,9,4,0,8,5,150500,No,1453.0
26125145400,Oakland County,Michigan,4243,3624,233,138,10,0,138,100,1930,1713,1347,366,78.63,21.37,1175,29,5,0,18,10,170400,No,1454.0
26125145501,Oakland County,Michigan,3505,3282,42,0,88,0,66,27,1530,1409,971,438,68.91,31.09,1042,26,0,0,11,2,167600,No,1455.0
26125145502,Oakland County,Michigan,3964,3762,0,0,131,0,32,39,1669,1633,1202,431,73.61,26.39,958,32,3,0,13,3,174400,No,1455.0
26125145600,Oakland County,Michigan,4444,4214,165,13,0,0,20,32,1932,1798,1430,368,79.53,20.47,1298,24,3,0,6,6,172300,No,1456.0
26125145700,Oakland County,Michigan,3157,2622,238,36,0,0,130,131,1185,1071,827,244,77.22,22.78,791,11,3,0,12,4,130900,No,1457.0
26125145900,Oakland County,Michigan,2615,2263,278,0,40,0,0,34,1378,1330,508,822,38.2,61.8,546,40,1,0,6,6,136600,No,1459.0
26125150000,Oakland County,Michigan,5293,3642,832,26,706,0,0,87,2576,2280,2037,243,89.34,10.66,1648,178,3,0,18,2,247600,No,1500.0
26125150100,Oakland County,Michigan,3916,3040,714,0,109,0,6,47,1973,1845,1195,650,64.77,35.23,857,186,1,1,9,1,197300,No,1501.0
26125150200,Oakland County,Michigan,2530,1881,106,7,491,0,0,45,1070,904,878,26,97.12,2.88,734,29,0,0,6,1,713900,No,1502.0
26125150300,Oakland County,Michigan,4568,3678,546,0,287,0,14,43,2030,1774,1682,92,94.81,5.19,1486,86,1,0,20,4,343300,No,1503.0
26125150400,Oakland County,Michigan,2725,2573,0,0,130,0,0,22,980,907,900,7,99.23,0.77,810,22,1,2,11,1,483000,No,1504.0
26125150500,Oakland County,Michigan,2944,2710,33,0,154,0,0,47,1120,1056,1046,10,99.05,0.95,987,6,0,0,4,0,454600,No,1505.0
26125150600,Oakland County,Michigan,2829,2353,69,0,383,0,0,24,1181,1108,1067,41,96.3,3.7,853,39,0,0,17,3,465800,No,1506.0
26125150700,Oakland County,Michigan,4204,3761,84,0,277,0,12,70,1639,1548,1522,26,98.32,1.68,1307,41,3,0,17,3,378600,No,1507.0
26125150800,Oakland County,Michigan,3948,3521,107,0,222,0,14,84,1662,1532,1436,96,93.73,6.27,1300,53,1,1,20,2,367600,No,1508.0
26125150900,Oakland County,Michigan,3440,2981,287,0,149,0,0,23,1629,1436,1091,345,75.97,24.03,1006,28,3,0,7,0,435000,No,1509.0
26125151000,Oakland County,Michigan,5175,4975,0,0,54,47,31,68,2013,1913,1853,60,96.86,3.14,1718,10,2,0,14,1,539800,No,1510.0
26125152000,Oakland County,Michigan,3879,3554,48,0,222,0,32,23,1619,1492,1380,112,92.49,7.51,1211,32,1,0,13,4,715300,No,1520.0
26125152600,Oakland County,Michigan,3782,3692,7,0,0,0,10,73,1690,1499,1315,184,87.73,12.27,1225,14,2,0,6,1,723500,No,1526.0
26125152700,Oakland County,Michigan,3100,2984,69,10,0,0,0,37,1204,1127,1041,86,92.37,7.63,972,10,0,0,4,1,522300,No,1527.0
26125152900,Oakland County,Michigan,3609,3112,310,8,116,0,14,49,2128,1884,1206,678,64.01,35.99,1104,17,4,0,5,1,221600,No,1529.0
26125153000,Oakland County,Michigan,2044,1946,14,0,29,0,8,47,1199,1083,833,250,76.92,23.08,743,7,1,0,7,3,214300,No,1530.0
26125153100,Oakland County,Michigan,2115,1909,60,5,71,0,8,62,985,909,820,89,90.21,9.79,742,5,0,0,6,1,425000,No,1531.0
26125153200,Oakland County,Michigan,1994,1820,58,0,110,0,0,6,1217,1038,545,493,52.5,47.5,542,4,0,0,4,1,476300,No,1532.0
26125153300,Oakland County,Michigan,3318,3093,56,0,81,0,0,88,1468,1401,1120,281,79.94,20.06,1035,9,0,0,9,0,351900,No,1533.0
26125154000,Oakland County,Michigan,1803,1680,37,0,59,0,5,22,871,805,673,132,83.6,16.4,630,3,3,0,5,0,217300,No,1540.0
26125154100,Oakland County,Michigan,2663,2429,125,0,43,0,9,57,1188,1094,987,107,90.22,9.78,962,25,2,0,8,3,230700,No,1541.0
26125154200,Oakland County,Michigan,2929,2648,23,0,238,0,20,0,1565,1333,906,427,67.97,32.03,760,8,3,0,9,14,156900,No,1542.0
26125154500,Oakland County,Michigan,2127,1759,95,0,131,67,54,21,902,789,752,37,95.31,4.69,664,42,0,0,12,0,588200,No,1545.0
26125154600,Oakland County,Michigan,2926,2139,384,0,354,0,0,49,1029,915,815,100,89.07,10.93,744,60,2,0,12,3,319200,No,1546.0
26125156000,Oakland County,Michigan,2342,2152,40,0,110,0,40,0,1228,1052,827,225,78.61,21.39,811,33,0,0,6,1,321500,No,1560.0
26125156100,Oakland County,Michigan,5062,4298,294,38,198,0,18,216,1559,1539,1468,71,95.39,4.61,1251,103,2,1,20,4,339800,No,1561.0
26125156200,Oakland County,Michigan,7254,6551,376,0,291,0,9,27,2549,2475,2403,72,97.09,2.91,2098,53,4,0,19,2,243500,No,1562.0
26125156300,Oakland County,Michigan,4026,3412,333,0,209,0,0,72,1467,1399,1288,111,92.07,7.93,1106,66,0,0,9,1,351400,No,1563.0
26125156400,Oakland County,Michigan,4156,3460,189,0,422,0,10,75,1558,1470,1306,164,88.84,11.16,1143,59,3,0,14,1,416500,No,1564.0
26125156500,Oakland County,Michigan,4720,3590,634,0,423,0,13,60,1676,1637,1514,123,92.49,7.51,1245,150,1,0,21,4,305600,No,1565.0
26125156900,Oakland County,Michigan,3158,2204,583,0,188,0,111,72,1082,1059,1027,32,96.98,3.02,839,110,1,0,18,1,236700,No,1569.0
26125157000,Oakland County,Michigan,2247,1956,194,0,66,0,0,31,857,814,787,27,96.68,3.32,673,56,0,0,5,5,282100,No,1570.0
26125157100,Oakland County,Michigan,1943,1483,69,30,324,0,0,37,721,667,642,25,96.25,3.75,505,70,1,0,14,3,302900,No,1571.0
26125157200,Oakland County,Michigan,3283,2692,392,0,146,0,28,25,1320,1092,763,329,69.87,30.13,599,75,0,0,14,0,332500,No,1572.0
26125157300,Oakland County,Michigan,3035,2017,587,0,382,0,0,49,1441,1298,943,355,72.65,27.35,775,132,0,0,11,3,240500,No,1573.0
26125157400,Oakland County,Michigan,2506,1728,393,11,374,0,0,0,869,833,751,82,90.16,9.84,582,83,0,0,17,3,324300,No,1574.0
26125157500,Oakland County,Michigan,2471,1640,482,24,325,0,0,0,1586,1293,372,921,28.77,71.23,383,36,0,0,5,2,241800,No,1575.0
26125157600,Oakland County,Michigan,4319,3126,515,10,563,0,0,105,1761,1614,1250,364,77.45,22.55,939,118,1,0,30,2,242800,No,1576.0
26125157700,Oakland County,Michigan,2751,1913,135,0,638,0,0,65,744,717,668,49,93.17,6.83,515,66,1,0,17,2,355600,No,1577.0
26125157800,Oakland County,Michigan,3022,2057,514,0,414,0,5,32,1674,1428,1032,396,72.27,27.73,840,158,0,0,10,0,236000,No,1578.0
26125157900,Oakland County,Michigan,2824,2113,133,0,544,0,0,34,991,964,865,99,89.73,10.27,720,101,0,0,8,3,320900,No,1579.0
26125158000,Oakland County,Michigan,3737,3464,158,0,48,0,0,67,1408,1356,1313,43,96.83,3.17,1193,60,1,0,13,3,423700,No,1580.0
26125158100,Oakland County,Michigan,3287,2926,361,0,0,0,0,0,1253,1218,991,227,81.36,18.64,935,24,1,0,2,2,344000,No,1581.0
26125158200,Oakland County,Michigan,3260,2954,225,0,35,0,12,34,1527,1434,1336,98,93.17,6.83,1271,25,1,0,10,4,241500,No,1582.0
26125159000,Oakland County,Michigan,4231,3437,487,0,220,0,25,62,1630,1517,1450,67,95.58,4.42,1362,89,1,1,13,5,497600,No,1590.0
26125160000,Oakland County,Michigan,4101,1639,2198,9,41,0,41,173,2030,1806,1719,87,95.18,4.82,636,835,1,0,22,2,207000,No,1600.0
26125160300,Oakland County,Michigan,2204,449,1451,0,115,0,23,166,1856,1257,76,1181,6.05,93.95,14,31,0,0,0,0,139600,No,1603.0
